"speciesId","name","stage","stageZh","prompt"
"osmanthus_cake","桂花糕","baby","凡尘砺心","桂花糕 的 凡尘砺心 阶段。外形：桂花糕。系列：传统节日。阶段基调：凡尘砺心，#5B6B7A 主色、#8A9BA8 辅色，行路、风雨、远山，必有雨/风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"osmanthus_cake","桂花糕","growing","道法初成","桂花糕 的 道法初成 阶段。外形：金桂糕。系列：传统节日。阶段基调：道法初成，#C44B2A 主色、#E8B84B 辅色，光芒初绽、首胜、昂首，必有光芒/法器。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"osmanthus_cake","桂花糕","mature","大劫淬炼","桂花糕 的 大劫淬炼 阶段。外形：月桂糕。系列：传统节日。阶段基调：大劫淬炼，#1A0A0A 主色、#8B1A1A 辅色，碎裂、坠落、血与火，必有火焰/裂痕。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"osmanthus_cake","桂花糕","legendary","封神登天","桂花糕 的 封神登天 阶段。外形：金桂之王。系列：传统节日。阶段基调：封神登天，#5B2A8A 主色、#F5D742 辅色，冠冕、宝座、万众仰视，必有冠冕/神位。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"osmanthus_cake","桂花糕","transcendent","归真永恒","桂花糕 的 归真永恒 阶段。外形：桂香尊者。系列：传统节日。阶段基调：归真永恒，#F5F0E8 主色、#8A9BA8 辅色，清风、青山、无我之相，必有山水/清风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"wonton","馄饨","egg","灵胎初醒","馄饨 的 灵胎初醒 阶段。外形：面皮种。系列：传统节日。阶段基调：灵胎初醒，#4A3A2A 主色、#C4A672 辅色，渺小、独行、破败背景，必有孤灯/破庙。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"wonton","馄饨","baby","凡尘砺心","馄饨 的 凡尘砺心 阶段。外形：云吞。系列：传统节日。阶段基调：凡尘砺心，#5B6B7A 主色、#8A9BA8 辅色，行路、风雨、远山，必有雨/风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"wonton","馄饨","growing","道法初成","馄饨 的 道法初成 阶段。外形：元宝云吞。系列：传统节日。阶段基调：道法初成，#C44B2A 主色、#E8B84B 辅色，光芒初绽、首胜、昂首，必有光芒/法器。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"wonton","馄饨","mature","大劫淬炼","馄饨 的 大劫淬炼 阶段。外形：鲜肉馄饨。系列：传统节日。阶段基调：大劫淬炼，#1A0A0A 主色、#8B1A1A 辅色，碎裂、坠落、血与火，必有火焰/裂痕。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"wonton","馄饨","legendary","封神登天","馄饨 的 封神登天 阶段。外形：大厨馄饨。系列：传统节日。阶段基调：封神登天，#5B2A8A 主色、#F5D742 辅色，冠冕、宝座、万众仰视，必有冠冕/神位。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"wonton","馄饨","transcendent","归真永恒","馄饨 的 归真永恒 阶段。外形：馄饨尊者。系列：传统节日。阶段基调：归真永恒，#F5F0E8 主色、#8A9BA8 辅色，清风、青山、无我之相，必有山水/清风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"festival_lantern","花灯","egg","灵胎初醒","花灯 的 灵胎初醒 阶段。外形：竹骨灯。系列：传统节日。阶段基调：灵胎初醒，#4A3A2A 主色、#C4A672 辅色，渺小、独行、破败背景，必有孤灯/破庙。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"festival_lantern","花灯","baby","凡尘砺心","花灯 的 凡尘砺心 阶段。外形：花灯仔。系列：传统节日。阶段基调：凡尘砺心，#5B6B7A 主色、#8A9BA8 辅色，行路、风雨、远山，必有雨/风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"festival_lantern","花灯","growing","道法初成","花灯 的 道法初成 阶段。外形：上元灯。系列：传统节日。阶段基调：道法初成，#C44B2A 主色、#E8B84B 辅色，光芒初绽、首胜、昂首，必有光芒/法器。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"festival_lantern","花灯","mature","大劫淬炼","花灯 的 大劫淬炼 阶段。外形：宫灯。系列：传统节日。阶段基调：大劫淬炼，#1A0A0A 主色、#8B1A1A 辅色，碎裂、坠落、血与火，必有火焰/裂痕。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"festival_lantern","花灯","legendary","封神登天","花灯 的 封神登天 阶段。外形：灯会主角。系列：传统节日。阶段基调：封神登天，#5B2A8A 主色、#F5D742 辅色，冠冕、宝座、万众仰视，必有冠冕/神位。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"festival_lantern","花灯","transcendent","归真永恒","花灯 的 归真永恒 阶段。外形：灯影尊者。系列：传统节日。阶段基调：归真永恒，#F5F0E8 主色、#8A9BA8 辅色，清风、青山、无我之相，必有山水/清风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"hongmao","虹猫","egg","灵胎初醒","虹猫 的 灵胎初醒 阶段。外形：剑意种子。系列：虹猫蓝兔七侠传。阶段基调：灵胎初醒，#4A3A2A 主色、#C4A672 辅色，渺小、独行、破败背景，必有孤灯/破庙。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"hongmao","虹猫","baby","凡尘砺心","虹猫 的 凡尘砺心 阶段。外形：红衣小猫。系列：虹猫蓝兔七侠传。阶段基调：凡尘砺心，#5B6B7A 主色、#8A9BA8 辅色，行路、风雨、远山，必有雨/风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"hongmao","虹猫","growing","道法初成","虹猫 的 道法初成 阶段。外形：长虹剑出。系列：虹猫蓝兔七侠传。阶段基调：道法初成，#C44B2A 主色、#E8B84B 辅色，光芒初绽、首胜、昂首，必有光芒/法器。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"hongmao","虹猫","mature","大劫淬炼","虹猫 的 大劫淬炼 阶段。外形：侠义之心。系列：虹猫蓝兔七侠传。阶段基调：大劫淬炼，#1A0A0A 主色、#8B1A1A 辅色，碎裂、坠落、血与火，必有火焰/裂痕。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"hongmao","虹猫","legendary","封神登天","虹猫 的 封神登天 阶段。外形：七剑之首。系列：虹猫蓝兔七侠传。阶段基调：封神登天，#5B2A8A 主色、#F5D742 辅色，冠冕、宝座、万众仰视，必有冠冕/神位。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"hongmao","虹猫","transcendent","归真永恒","虹猫 的 归真永恒 阶段。外形：剑之尊者。系列：虹猫蓝兔七侠传。阶段基调：归真永恒，#F5F0E8 主色、#8A9BA8 辅色，清风、青山、无我之相，必有山水/清风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"lantu","蓝兔","egg","灵胎初醒","蓝兔 的 灵胎初醒 阶段。外形：冰魄剑意。系列：虹猫蓝兔七侠传。阶段基调：灵胎初醒，#4A3A2A 主色、#C4A672 辅色，渺小、独行、破败背景，必有孤灯/破庙。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"lantu","蓝兔","baby","凡尘砺心","蓝兔 的 凡尘砺心 阶段。外形：蓝衣兔。系列：虹猫蓝兔七侠传。阶段基调：凡尘砺心，#5B6B7A 主色、#8A9BA8 辅色，行路、风雨、远山，必有雨/风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"lantu","蓝兔","growing","道法初成","蓝兔 的 道法初成 阶段。外形：冰魄剑出。系列：虹猫蓝兔七侠传。阶段基调：道法初成，#C44B2A 主色、#E8B84B 辅色，光芒初绽、首胜、昂首，必有光芒/法器。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"lantu","蓝兔","mature","大劫淬炼","蓝兔 的 大劫淬炼 阶段。外形：寒光剑影。系列：虹猫蓝兔七侠传。阶段基调：大劫淬炼，#1A0A0A 主色、#8B1A1A 辅色，碎裂、坠落、血与火，必有火焰/裂痕。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"lantu","蓝兔","legendary","封神登天","蓝兔 的 封神登天 阶段。外形：玉兔剑仙。系列：虹猫蓝兔七侠传。阶段基调：封神登天，#5B2A8A 主色、#F5D742 辅色，冠冕、宝座、万众仰视，必有冠冕/神位。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"lantu","蓝兔","transcendent","归真永恒","蓝兔 的 归真永恒 阶段。外形：剑之尊者。系列：虹猫蓝兔七侠传。阶段基调：归真永恒，#F5F0E8 主色、#8A9BA8 辅色，清风、青山、无我之相，必有山水/清风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"doudou","逗逗","egg","灵胎初醒","逗逗 的 灵胎初醒 阶段。外形：雨花剑意。系列：虹猫蓝兔七侠传。阶段基调：灵胎初醒，#4A3A2A 主色、#C4A672 辅色，渺小、独行、破败背景，必有孤灯/破庙。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"doudou","逗逗","baby","凡尘砺心","逗逗 的 凡尘砺心 阶段。外形：白绒小狗。系列：虹猫蓝兔七侠传。阶段基调：凡尘砺心，#5B6B7A 主色、#8A9BA8 辅色，行路、风雨、远山，必有雨/风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"doudou","逗逗","growing","道法初成","逗逗 的 道法初成 阶段。外形：雨花剑出。系列：虹猫蓝兔七侠传。阶段基调：道法初成，#C44B2A 主色、#E8B84B 辅色，光芒初绽、首胜、昂首，必有光芒/法器。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"doudou","逗逗","mature","大劫淬炼","逗逗 的 大劫淬炼 阶段。外形：悬壶剑医。系列：虹猫蓝兔七侠传。阶段基调：大劫淬炼，#1A0A0A 主色、#8B1A1A 辅色，碎裂、坠落、血与火，必有火焰/裂痕。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"doudou","逗逗","legendary","封神登天","逗逗 的 封神登天 阶段。外形：雨花医圣。系列：虹猫蓝兔七侠传。阶段基调：封神登天，#5B2A8A 主色、#F5D742 辅色，冠冕、宝座、万众仰视，必有冠冕/神位。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"doudou","逗逗","transcendent","归真永恒","逗逗 的 归真永恒 阶段。外形：剑之尊者。系列：虹猫蓝兔七侠传。阶段基调：归真永恒，#F5F0E8 主色、#8A9BA8 辅色，清风、青山、无我之相，必有山水/清风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"dabeng","大奔","egg","灵胎初醒","大奔 的 灵胎初醒 阶段。外形：奔雷剑意。系列：虹猫蓝兔七侠传。阶段基调：灵胎初醒，#4A3A2A 主色、#C4A672 辅色，渺小、独行、破败背景，必有孤灯/破庙。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"dabeng","大奔","baby","凡尘砺心","大奔 的 凡尘砺心 阶段。外形：棕色小熊。系列：虹猫蓝兔七侠传。阶段基调：凡尘砺心，#5B6B7A 主色、#8A9BA8 辅色，行路、风雨、远山，必有雨/风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"dabeng","大奔","growing","道法初成","大奔 的 道法初成 阶段。外形：奔雷剑出。系列：虹猫蓝兔七侠传。阶段基调：道法初成，#C44B2A 主色、#E8B84B 辅色，光芒初绽、首胜、昂首，必有光芒/法器。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"dabeng","大奔","mature","大劫淬炼","大奔 的 大劫淬炼 阶段。外形：力拔山兮。系列：虹猫蓝兔七侠传。阶段基调：大劫淬炼，#1A0A0A 主色、#8B1A1A 辅色，碎裂、坠落、血与火，必有火焰/裂痕。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"dabeng","大奔","legendary","封神登天","大奔 的 封神登天 阶段。外形：奔雷剑圣。系列：虹猫蓝兔七侠传。阶段基调：封神登天，#5B2A8A 主色、#F5D742 辅色，冠冕、宝座、万众仰视，必有冠冕/神位。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"dabeng","大奔","transcendent","归真永恒","大奔 的 归真永恒 阶段。外形：剑之尊者。系列：虹猫蓝兔七侠传。阶段基调：归真永恒，#F5F0E8 主色、#8A9BA8 辅色，清风、青山、无我之相，必有山水/清风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"tiaotiao","跳跳","egg","灵胎初醒","跳跳 的 灵胎初醒 阶段。外形：青光剑意。系列：虹猫蓝兔七侠传。阶段基调：灵胎初醒，#4A3A2A 主色、#C4A672 辅色，渺小、独行、破败背景，必有孤灯/破庙。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"tiaotiao","跳跳","baby","凡尘砺心","跳跳 的 凡尘砺心 阶段。外形：绿衣小猴。系列：虹猫蓝兔七侠传。阶段基调：凡尘砺心，#5B6B7A 主色、#8A9BA8 辅色，行路、风雨、远山，必有雨/风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"tiaotiao","跳跳","growing","道法初成","跳跳 的 道法初成 阶段。外形：青光剑出。系列：虹猫蓝兔七侠传。阶段基调：道法初成，#C44B2A 主色、#E8B84B 辅色，光芒初绽、首胜、昂首，必有光芒/法器。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"tiaotiao","跳跳","mature","大劫淬炼","跳跳 的 大劫淬炼 阶段。外形：风驰剑动。系列：虹猫蓝兔七侠传。阶段基调：大劫淬炼，#1A0A0A 主色、#8B1A1A 辅色，碎裂、坠落、血与火，必有火焰/裂痕。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"tiaotiao","跳跳","legendary","封神登天","跳跳 的 封神登天 阶段。外形：灵猴剑圣。系列：虹猫蓝兔七侠传。阶段基调：封神登天，#5B2A8A 主色、#F5D742 辅色，冠冕、宝座、万众仰视，必有冠冕/神位。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"tiaotiao","跳跳","transcendent","归真永恒","跳跳 的 归真永恒 阶段。外形：剑之尊者。系列：虹猫蓝兔七侠传。阶段基调：归真永恒，#F5F0E8 主色、#8A9BA8 辅色，清风、青山、无我之相，必有山水/清风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"shali","莎丽","egg","灵胎初醒","莎丽 的 灵胎初醒 阶段。外形：紫云剑意。系列：虹猫蓝兔七侠传。阶段基调：灵胎初醒，#4A3A2A 主色、#C4A672 辅色，渺小、独行、破败背景，必有孤灯/破庙。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"shali","莎丽","baby","凡尘砺心","莎丽 的 凡尘砺心 阶段。外形：紫衣少年。系列：虹猫蓝兔七侠传。阶段基调：凡尘砺心，#5B6B7A 主色、#8A9BA8 辅色，行路、风雨、远山，必有雨/风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"shali","莎丽","growing","道法初成","莎丽 的 道法初成 阶段。外形：紫云剑出。系列：虹猫蓝兔七侠传。阶段基调：道法初成，#C44B2A 主色、#E8B84B 辅色，光芒初绽、首胜、昂首，必有光芒/法器。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"shali","莎丽","mature","大劫淬炼","莎丽 的 大劫淬炼 阶段。外形：云剑逍遥。系列：虹猫蓝兔七侠传。阶段基调：大劫淬炼，#1A0A0A 主色、#8B1A1A 辅色，碎裂、坠落、血与火，必有火焰/裂痕。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"shali","莎丽","legendary","封神登天","莎丽 的 封神登天 阶段。外形：紫霞剑圣。系列：虹猫蓝兔七侠传。阶段基调：封神登天，#5B2A8A 主色、#F5D742 辅色，冠冕、宝座、万众仰视，必有冠冕/神位。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"shali","莎丽","transcendent","归真永恒","莎丽 的 归真永恒 阶段。外形：剑之尊者。系列：虹猫蓝兔七侠传。阶段基调：归真永恒，#F5F0E8 主色、#8A9BA8 辅色，清风、青山、无我之相，必有山水/清风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"dada","达达","egg","灵胎初醒","达达 的 灵胎初醒 阶段。外形：旋风剑意。系列：虹猫蓝兔七侠传。阶段基调：灵胎初醒，#4A3A2A 主色、#C4A672 辅色，渺小、独行、破败背景，必有孤灯/破庙。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"dada","达达","baby","凡尘砺心","达达 的 凡尘砺心 阶段。外形：竹林熊猫。系列：虹猫蓝兔七侠传。阶段基调：凡尘砺心，#5B6B7A 主色、#8A9BA8 辅色，行路、风雨、远山，必有雨/风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"dada","达达","growing","道法初成","达达 的 道法初成 阶段。外形：旋风剑出。系列：虹猫蓝兔七侠传。阶段基调：道法初成，#C44B2A 主色、#E8B84B 辅色，光芒初绽、首胜、昂首，必有光芒/法器。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"dada","达达","mature","大劫淬炼","达达 的 大劫淬炼 阶段。外形：竹林剑舞。系列：虹猫蓝兔七侠传。阶段基调：大劫淬炼，#1A0A0A 主色、#8B1A1A 辅色，碎裂、坠落、血与火，必有火焰/裂痕。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"dada","达达","legendary","封神登天","达达 的 封神登天 阶段。外形：熊猫剑圣。系列：虹猫蓝兔七侠传。阶段基调：封神登天，#5B2A8A 主色、#F5D742 辅色，冠冕、宝座、万众仰视，必有冠冕/神位。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"dada","达达","transcendent","归真永恒","达达 的 归真永恒 阶段。外形：剑之尊者。系列：虹猫蓝兔七侠传。阶段基调：归真永恒，#F5F0E8 主色、#8A9BA8 辅色，清风、青山、无我之相，必有山水/清风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"heixinhu","黑心虎","egg","灵胎初醒","黑心虎 的 灵胎初醒 阶段。外形：暗影虎意。系列：虹猫蓝兔七侠传。阶段基调：灵胎初醒，#4A3A2A 主色、#C4A672 辅色，渺小、独行、破败背景，必有孤灯/破庙。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"heixinhu","黑心虎","baby","凡尘砺心","黑心虎 的 凡尘砺心 阶段。外形：小老虎。系列：虹猫蓝兔七侠传。阶段基调：凡尘砺心，#5B6B7A 主色、#8A9BA8 辅色，行路、风雨、远山，必有雨/风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"heixinhu","黑心虎","growing","道法初成","黑心虎 的 道法初成 阶段。外形：暗影虎。系列：虹猫蓝兔七侠传。阶段基调：道法初成，#C44B2A 主色、#E8B84B 辅色，光芒初绽、首胜、昂首，必有光芒/法器。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"heixinhu","黑心虎","mature","大劫淬炼","黑心虎 的 大劫淬炼 阶段。外形：幽影虎王。系列：虹猫蓝兔七侠传。阶段基调：大劫淬炼，#1A0A0A 主色、#8B1A1A 辅色，碎裂、坠落、血与火，必有火焰/裂痕。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"heixinhu","黑心虎","legendary","封神登天","黑心虎 的 封神登天 阶段。外形：霸业之虎。系列：虹猫蓝兔七侠传。阶段基调：封神登天，#5B2A8A 主色、#F5D742 辅色，冠冕、宝座、万众仰视，必有冠冕/神位。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"heixinhu","黑心虎","transcendent","归真永恒","黑心虎 的 归真永恒 阶段。外形：暗黑尊者。系列：虹猫蓝兔七侠传。阶段基调：归真永恒，#F5F0E8 主色、#8A9BA8 辅色，清风、青山、无我之相，必有山水/清风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"heixiaohu","黑小虎","egg","灵胎初醒","黑小虎 的 灵胎初醒 阶段。外形：暗影虎卵。系列：虹猫蓝兔七侠传。阶段基调：灵胎初醒，#4A3A2A 主色、#C4A672 辅色，渺小、独行、破败背景，必有孤灯/破庙。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"heixiaohu","黑小虎","baby","凡尘砺心","黑小虎 的 凡尘砺心 阶段。外形：黑毛小虎。系列：虹猫蓝兔七侠传。阶段基调：凡尘砺心，#5B6B7A 主色、#8A9BA8 辅色，行路、风雨、远山，必有雨/风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"heixiaohu","黑小虎","growing","道法初成","黑小虎 的 道法初成 阶段。外形：黑风小虎。系列：虹猫蓝兔七侠传。阶段基调：道法初成，#C44B2A 主色、#E8B84B 辅色，光芒初绽、首胜、昂首，必有光芒/法器。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"heixiaohu","黑小虎","mature","大劫淬炼","黑小虎 的 大劫淬炼 阶段。外形：黑小虎·剑。系列：虹猫蓝兔七侠传。阶段基调：大劫淬炼，#1A0A0A 主色、#8B1A1A 辅色，碎裂、坠落、血与火，必有火焰/裂痕。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
